title,time,img_url,content,当前链接,上级链接,下载时间
花泽香菜在重庆拍摄的写真集要发售啦,2020-02-20 11:07,"http://www.005.tv/uploads/allimg/200220/66-200220110910N8.jpg,http://www.005.tv/uploads/allimg/200220/66-200220110944333.jpg,http://www.005.tv/uploads/allimg/200220/66-200220110950454.jpg,http://www.005.tv/uploads/allimg/200220/66-200220111000O9.jpg,","
                    <div style='text-align: center;'>
	#image#</div>
这次发售的写真集是在中国的重庆拍摄的。花泽香菜表示，去年因为工作去中国的机会较多，正好有拍写真集的工作，就选择了在中国进行拍摄。不过，比起北京、上海这样去过的地方，去一个没去过的地方会更有意思，所以就决定在重庆拍摄了。
<div style='text-align: center;'>
	#image#<br/>
	#image#<br/>
	#image#</div>
<br/>

                ",http://www.005.tv/2020/80244.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:56
《恋如雨止》作者新作《九龙大众浪漫》,2020-02-20 10:57,"http://www.005.tv/uploads/allimg/200220/66-200220105J4921.jpg,http://www.005.tv/uploads/allimg/200220/66-200220105QT36.jpg,http://www.005.tv/uploads/allimg/200220/66-200220105R4363.jpg,http://www.005.tv/uploads/allimg/200220/66-200220105U0T8.jpg,","
                    <div style='text-align: center;'>
	#image#</div>
创作了《恋如雨止》的眉月润创作的新作漫画《九龙大众浪漫》，在本日（19日）发售了第一卷。<br/>
《九龙大众浪漫》讲述了居住在被称为“东洋的魔窟”的九龙城寨的男女之间的日常故事。在九龙城寨的房地产公司上班的女性鲸井，在不知不觉中，对之前没有在意过的单身男同事工藤产生了想法……
<div style='text-align: center;'>
	#image#</div>
<div style='text-align: center;'>
	#image#</div>
<div style='text-align: center;'>
	#image#</div>
<br/>
<br/>

                ",http://www.005.tv/2020/80243.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:56
第二季来了 《五等分的花嫁2》PV,2020-02-19 18:23,"http://www.005.tv/uploads/allimg/200219/66-2002191R62G43.jpg,","
                    《五等分的花嫁》的原作是春场葱创作的漫画作品，目前已经完结。作品讲述了贫穷的高中生上杉风太郎与五名女主角的恋爱喜剧。<br/>
<br/>
<iframe frameborder='0' height='498' src='http://player.youku.com/embed/XNDU1MjI3MjI1Ng==' width='510'></iframe><br/>
第二季封面图
<div style='text-align: center;'>
	#image#</div>
这次的第二季将由导演过《Endro～！》的香织担任导演，大知庆一郎继续担任编剧，制作过《碧蓝航线》的Bibury Animation Studio将负责制作。松冈祯丞、花泽香菜、竹达彩奈、伊藤美来、佐仓绫音和水濑祈将继续参与配音。<br/>
<br/>

                ",http://www.005.tv/2020/80242.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:57
#拍二次元就选EOS# 佳能专微带你突破次元壁,2020-02-19 15:04,"http://www.005.tv/uploads/allimg/200219/66-200219150640Z9.png,http://www.005.tv/uploads/allimg/200219/66-200219150FM13.png,http://www.005.tv/uploads/allimg/200219/66-200219150H5535.png,http://www.005.tv/uploads/allimg/200219/66-200219150J4326.png,http://www.005.tv/uploads/allimg/200219/66-200219150P2D1.png,http://www.005.tv/uploads/allimg/200219/66-200219150R22L.png,","
                    近一个月以来，疫情无时不刻的都在牵动着全国人民的心。热爱拍摄、喜爱二次文化的小伙伴们请注意，非常时期一定要少出门、勤洗手。去见心爱的Coser一定要等到疫情结束之后再进行。宅在家这段时间里，我们可以先学习漫展摄影的小技巧，让我们先在家中把摄影小知识储备好，等疫情结束后马上就可以实拍啦~ 
<div style='text-align: center;'>
	#image#</div>
对于喜爱摄影的同学来说，想要拍摄出色彩丰富、个性鲜明的二次元作品不仅需要过硬的拍摄技巧，对于拍摄器材来说也是有讲究的，推荐给大家我拍漫展使用的相机——佳能专微EOS R。
<div style='text-align: center;'>
	#image#</div>
二次元的拍摄场景大多在漫展上，外场拍摄中天气的好坏会影响着成片的质量。虽然我们无法决定天气，但是我们可以选择手里的相机。EOS R这款相机的硬件条件真的非常棒， 优秀的画质加上清晰锐利的高感，这样的配置简直可以应对各种天气。一把来说场外日照充足的时候，ISO100左右是足够的，阴天时，则降到200-400左右就可以了。即使在大光比的环境下，人像的肤色也能得到细腻的还原，十分适合漫展拍摄。
<div style='text-align: center;'>
	#image#</div>
室内拍摄时光线不足的条件下，我们可以利用反光板或者是采用打光的方式来补光。如果没有这些装备也没有关系，可以适当提高ISO获取快门速度，另外佳能EOS R的对焦表现相当不错，即使在暗光下也能出色完成任务，完全不用担心有虚焦或者焦点不实的情况。
<div style='text-align: center;'>
	#image#</div>
再来说说镜头，漫展中拍摄人像，首当其冲的当然是RF85mm F1.2这支镜头了。佳能85mm的镜头是被称为人像镜皇。拍摄作品时，85mm不会使人物变形，而且可以很方便的在全身人像和半身人像之间转换。另外，这支大光圈镜头在拍摄人像时可以营造出唯美梦幻的背景虚化效果，能够更好的塑造人物形象，赋予画面强大的冲击感。
<div style='text-align: center;'>
	#image#</div>
除此之外，与Coser的沟通交流也是十分重要的，这个过程不仅可以帮助Coser找到合适的站位和角度，对摄影师来说也可以在反复地尝试中不断提升拍摄水平，一举两得。
<div style='text-align: center;'>
	#image#</div>
以上就是一些在漫展拍摄中可以用到的小技巧哦，希望大家可以利用这段时间在家中多拍多练习，为接下来的漫展做好充足的准备～到时一起来拍心爱的Coser!
                ",http://www.005.tv/2020/80241.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:57
2019年度动画《鬼灭之刃》多连霸榜,2020-02-17 20:47,"http://www.005.tv/uploads/allimg/200217/66-20021H0524Q34.png,http://www.005.tv/uploads/allimg/200217/66-20021H05319348.png,http://www.005.tv/uploads/allimg/200217/66-20021H053503W.png,http://www.005.tv/uploads/allimg/200217/66-20021H05402626.png,http://www.005.tv/uploads/allimg/200217/66-20021H05410621.png,","
                    日本动画网站d anime store展开了关于2019年年度动画的调查，本次调查共收集了超过11000人的投票，近日，六部门榜单终于公开。
<div style='text-align: center;'>
	#image#</div>
其中，《鬼灭之刃》在“最想推荐的动画”、“故事最好的动画”、“最燃的动画”三个部门中都拿到了第1名。
<div style='text-align: center;'>
	#image#</div>
此外，“最期待后续展开的动画”、“世界观最棒的动画”、“最令人心动的动画”三部门分别由《盾之勇者成名录》、《Dr.STONE》、《辉夜大小姐想让我告白》夺得榜首。
<div style='text-align: center;'>
	#image#</div>
<div style='text-align: center;'>
	#image#</div>
<div style='text-align: center;'>
	#image#</div>
以下是各部门前十名名单：<br/>
最想推荐的动画：<br/>
<br/>
第1名：鬼灭之刃<br/>
<br/>
第2名：Dr.STONE<br/>
<br/>
第3名：盾之勇者成名录<br/>
<br/>
第4名：辉夜大小姐想让我告白<br/>
<br/>
第5名：街角魔族<br/>
<br/>
第6名：彼方的阿斯特拉<br/>
<br/>
第7名：平凡职业造就世界最强<br/>
<br/>
第8名：刀剑神域 Alicization War of Underworld<br/>
<br/>
第9名：女高中生的虚度日常<br/>
<br/>
第10名：五等分的花嫁<br/>
<br/>
最期待后续展开的动画：<br/>
<br/>
第1名：盾之勇者成名录<br/>
<br/>
第2名：彼方的阿斯特拉<br/>
<br/>
第3名：鬼灭之刃<br/>
<br/>
第4名：Dr.STONE<br/>
<br/>
第5名：刀剑神域 Alicization War of Underworld<br/>
<br/>
第6名：平凡职业造就世界最强<br/>
<br/>
第7名：约定的梦幻岛<br/>
<br/>
第8名：喜欢本大爷的竟然就你一个<br/>
<br/>
第9名：炎炎消防队<br/>
<br/>
第10名：五等分的花嫁<br/>
<br/>
世界观最棒的动画：<br/>
<br/>
第1名：Dr.STONE<br/>
<br/>
第2名：鬼灭之刃<br/>
<br/>
第3名：盾之勇者成名录<br/>
<br/>
第4名：平凡职业造就世界最强<br/>
<br/>
第5名：刀剑神域 Alicization War of Underworld<br/>
<br/>
第6名：爱书的下克上<br/>
<br/>
第7名：异世界四重奏<br/>
<br/>
第8名：街角魔族<br/>
<br/>
第9名：炎炎消防队<br/>
<br/>
第10名：彼方的阿斯特拉<br/>
<br/>
故事最好的动画：<br/>
<br/>
第1名：鬼灭之刃<br/>
<br/>
第2名：Dr.STONE<br/>
<br/>
第3名：盾之勇者成名录<br/>
<br/>
第4名：彼方的阿斯特拉<br/>
<br/>
第5名：刀剑神域 Alicization War of Underworld<br/>
<br/>
第6名：这个勇者明明超强却过分慎重<br/>
<br/>
第7名：辉夜大小姐想让我告白<br/>
<br/>
第8名：爱书的下克上<br/>
<br/>
第9名：平凡职业造就世界最强<br/>
<br/>
第10名：街角魔族<br/>
<br/>
最燃的动画：<br/>
<br/>
第1名：鬼灭之刃<br/>
<br/>
第2名：炎炎消防队<br/>
<br/>
第3名：盾之勇者成名录<br/>
<br/>
第4名：Dr.STONE<br/>
<br/>
第5名：刀剑神域 Alicization War of Underworld<br/>
<br/>
第6名：我的英雄学院 第四季<br/>
<br/>
第7名：平凡职业造就世界最强<br/>
<br/>
第8名：战姬绝唱<br/>
<br/>
第9名：流汗吧！健身少女<br/>
<br/>
第10名：一拳超人 第二季<br/>
<br/>
最令人心动的动画：<br/>
<br/>
第1名：辉夜大小姐想让我告白<br/>
<br/>
第2名：五等分的花嫁<br/>
<br/>
第3名：天使降临到我身边<br/>
<br/>
第4名：喜欢本大爷的竟然就你一个<br/>
<br/>
第5名：街角魔族<br/>
<br/>
第6名：我们无法一起学习<br/>
<br/>
第7名：水果篮子 第一季<br/>
<br/>
第8名：鬼灭之刃<br/>
<br/>
第9名：只要长得可爱，即使是变态你也喜欢吗？<br/>
<br/>
第10名：骚动时节的少女们啊
                ",http://www.005.tv/2020/80240.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:57
fate剧场版 Heaven's Feel最终章宣传图,2020-02-17 20:42,"http://www.005.tv/uploads/allimg/200217/66-20021H04331310.jpg,http://www.005.tv/uploads/allimg/200217/66-20021H04440H9.jpg,http://www.005.tv/uploads/allimg/200217/66-20021H0444Sa.jpg,","
                    <div style='text-align: center;'>
	#image#</div>
剧场版动画《「『Fate/stay night [Heaven&#39;s Feel]』III.spring song》公开了第三弹主宣传图，这次的主宣传图将由武内崇绘制。使用本宣传图制作的前买券预计将于2月29日在日本发售。前买券的特典为使用了本宣传图制作文件夹。<br/>
<br/>
在3月中旬，本作还将与神户观光局进行联动，第一弹宣传图为“Saber×神户大桥”，之后还有“远坂凛×风见鸡之馆”和“间桐樱×鱼鳞之家”。另外在3月20日至22日，本作还将在江户樱地下通道，和东京日本桥三越书店联动。第一弹宣传图为“远坂凛×间桐樱”，之后还将公开“Saber”和“言峰绮礼”的插图。在上述联动中，还将销售使用了插图的周边产品。
<div style='text-align: center;'>
	#image#<br/>
	#image#</div>

                ",http://www.005.tv/2020/80238.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:58
《PSYCHO-PASS 3 FIRST INSPECTOR》剧场版3月27日上映,2020-02-17 20:40,"http://www.005.tv/uploads/allimg/200217/66-20021H04034234.jpg,","
                    <div style='text-align: center;'>
	#image#</div>
《PSYCHO-PASS 3 FIRST INSPECTOR》剧场版3月27日上映，这次的《PSYCHO-PASS 3 FIRST INSPECTOR》是去年10月至12月播出的TV动画《PSYCHO-PASS 3》的续篇，将继续讲述围绕着“狐”展开的案件。Production I.G负责制作，盐谷直义担任导演，冲方丁担任编剧。<br/>
<br/>

                ",http://www.005.tv/2020/80237.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:58
《昨日之歌》追加声优,2020-02-16 12:41,"http://www.005.tv/uploads/allimg/200216/66-2002161241424W.jpg,http://www.005.tv/uploads/allimg/200216/66-200216124232W2.jpg,","
                    <div style='text-align: center;'>
	#image#</div>
《昨日之歌》是一部围绕着老好人鱼住陆生、喜欢着他的野中晴、他单恋着的大学好友森之目榀子、向着美大为目标努力的高中生早川浪四人展开的青春群像剧。此前，官方已宣布以上四位的声优分别是小林亲弘、宫本侑芽、花泽香菜、花江夏树。
<div style='text-align: center;'>
	#image#</div>
此外，天海由梨奈、远藤大智、大冢明夫、小形满、川岛得爱、小林千晃、田中宏树、西山宏太朗、藤原夏海、本田贵子、村井美里、诸星堇等声优也确定将会加入本作。<br/>
<br/>
<br/>

                ",http://www.005.tv/2020/80236.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:59
《紫罗兰永恒花园》剧场版第2弹公开,2020-02-15 12:11,"http://www.005.tv/uploads/allimg/200215/66-200215121210X4.jpg,http://www.005.tv/uploads/allimg/200215/66-2002151212533B.jpg,","
                    《紫罗兰永恒花园》是根据晓佳奈的同名小说改编，讲述了被叫做“自动手记人偶”的负责代笔写信的少女薇尔莉特·伊芙加登的成长故事。TV动画版在2018年1月播出。
<div style='text-align: center;'>
	#image#</div>
伴随着这次新特报视频的公开，本作附带B2海报特典的电影票也一并开始发售。
<div style='text-align: center;'>
	#image#</div>
视频如下，本作预计将于4月24日公开。
<div style='text-align: center;'>
	<iframe frameborder='0' height='498' src='http://player.youku.com/embed/XNDU0NTUxNjU3Mg==' width='510'></iframe></div>
<br/>
<br/>

                ",http://www.005.tv/2020/80235.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:59
动画作品中的最佳男女情侣排行榜,2020-02-15 12:05,"http://www.005.tv/uploads/allimg/200215/66-200215120F5L2.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120H2124.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120I9B2.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120KS20.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120Q24I.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120R5245.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120T0N5.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120U52R.jpg,http://www.005.tv/uploads/allimg/200215/66-200215120910601.jpg,","
                    日本网友对动画作品中的最佳男女情侣进行了人气投票。这次截止日期是14日晚24点，目前已经有3667票参加。根据目前的排行，《你的名字》中的三叶和泷从去年的同榜单的第三位上升到了第一位的位置。《青春期笨蛋不做兔女郎学姐的梦》中的麻衣和咲太从上次的第五位上升到了第二位。《迷糊餐厅》中的八千代和润从上次的第二位下降到了第三位。以下是前10名名单：<br/>
<div style='text-align: center;'>
	1.三叶和泷《你的名字》471票<br/>
	#image#<br/>
	2.麻衣和咲太《青春期笨蛋不做兔女郎学姐的梦》443票<br/>
	#image#<br/>
	3.八千代和润《迷糊餐厅》415票<br/>
	#image#<br/>
	4.白雪和千《赤发白雪姬》397票<br/>
	#image#<br/>
	5.兰和新一《名侦探柯南》375票<br/>
	#image#<br/>
	6.爽子和翔太《好想告诉你》250票<br/>
	#image#<br/>
	7.美琴和当麻《某科学的超电磁炮》246票<br/>
	#image#<br/>
	8.亚丝娜和桐人《刀剑神域》241票<br/>
	#image#<br/>
	9.高木和西片《擅长捉弄人的高木同学》210票<br/>
	#image#</div>
<br/>
<br/>

                ",http://www.005.tv/2020/80234.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:54:59
花泽香菜配音《久保同学不放过我》ASMR视频化,2020-02-13 20:56,"http://www.005.tv/uploads/allimg/200213/66-200213205R1N6.jpg,","
                    《久保同学不放过我》讲述了高中一年级的美少女久保和同班的没有存在感的男生白石纯太之间的日常生活的故事。在这次的视频中，声优花泽香菜为久保配音。视频再现的是本作在本日（13日）发售的周刊YOUNG JUMP11号（集英社）上公开的，久保和白石躲在讲台下面躲避老师时的片段。
<div style='text-align: center;'>
	#image#</div>
<br/>
<div style='text-align: center;'>
	<iframe frameborder='0' height='498' src='http://player.youku.com/embed/XNDU0Mzk1NjExNg==' width='510'></iframe></div>

                ",http://www.005.tv/2020/80233.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:00
《刀剑神域Arication War of Underworld》第二部分宣传片,2020-02-13 20:36,"http://www.005.tv/uploads/allimg/200213/66-200213203RC10.jpg,","
                    根据川原砾原作轻小说制作的TV动画《刀剑神域Arication War of Underworld》公开了第二部分的最新宣传片。在这段视频中除了亚丝娜等人的战斗以外，桐人也在最后登场。动画预计将于4月开始播出。
<div style='text-align: center;'>
	<iframe frameborder='0' height='498' src='http://player.youku.com/embed/XNDU0MzczNDgxNg==' width='510'></iframe></div>
第二季海报
<div style='text-align: center;'>
	#image#</div>
《刀剑神域 Alicization》是电视动画《刀剑神域》系列的第3期，根据川原砾著作、abec负责插画的轻小说《刀剑神域》的“Alicization篇”（第9至18卷）改编 。动画由小野学担任导演，A-1 Pictures负责制作 。
                ",http://www.005.tv/2020/80232.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:00
Fate剧场版 hf线剧场版第三话结局已定,2020-02-11 19:26,"http://www.005.tv/uploads/allimg/200211/66-20021119295R37.jpg,http://www.005.tv/uploads/allimg/200211/66-20021119302U52.png,","
                    剧场版《Fate/stay night [Heaven&#39;s Feel]III.spring song》将于3月28日上映
<div style='text-align: center;'>
	#image#</div>
特别节目中卫宫士郎的声优杉山纪彰、间桐樱的声优下屋则子将会出演。另外，目前正在进行抽选100名可以在会场前方区域观看公开直播的优先观赏者的活动。活动截止时间为明天2月12日23时59分（日本时间），身在日本的朋友可以关注并转发AbemaTV动画频道的官方Twitter账号（@Anime_AbemaTV）参与活动。会场的其他区域也可以免费观看特别节目的直播。
<div style='text-align: center;'>
	#image#</div>
看来HF线敲定的是TE结局，虽然BE让人印象更深但我们还是希望有个好结局吧~<br/>
<div style='text-align: center;'>
	<iframe allowfullscreen='true' frameborder='0' height='448' scrolling='no' src='https://v.qq.com/txp/iframe/player.html?vid=z3064uvtqh4' width='641'></iframe></div>

                ",http://www.005.tv/2020/80231.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:01
动画《王者天下》第三季PV,2020-02-11 09:25,"http://www.005.tv/uploads/allimg/200211/66-200211092Q4352.jpg,","
                    <div style='text-align: center;'>
	<iframe frameborder='0' height='498' src='http://player.youku.com/embed/XNDU0MDA2MDE3Ng==' width='510'></iframe></div>
《王者天下》是荒川稔久和白石雅彦执导，改编自原泰久漫画作品的一部电视动画，由日本Studio Pierrot制作。讲述秦国的少年李信如何成为大将军的故事。
<div style='text-align: center;'>
	#image#</div>
第三季将讲述合纵军篇的故事。作品由signpost负责制作，今泉贤一担任导演，阿部恒担任角色设计，高木登担任编剧。森田成一、福山润、钉宫理惠、浪川大辅、铃木达央和上村佑翔等声优将为本作配音。<br/>
<br/>
<br/>

                ",http://www.005.tv/2020/80230.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:01
女子运动题材动画《球咏》人设图公布,2020-02-11 09:18,"http://www.005.tv/uploads/allimg/200211/66-200211092115L9.jpg,http://www.005.tv/uploads/allimg/200211/66-20021109215c63.jpg,","
                    本作以女子棒球为题材，讲述了主人公武田咏深有着超强的变化球技巧，与青梅竹马的山崎珠姬等人一起向全国大会迈进的故事。
<div style='text-align: center;'>
	#image#</div>
动画将于4月放送。
<div style='text-align: center;'>
	#image#</div>
<br/>

                ",http://www.005.tv/2020/80229.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:01
《异种族风俗娘评鉴指南》遭遇停播,2020-02-08 18:47,"http://www.005.tv/uploads/allimg/200208/66-20020QTRA64.jpg,","
                    <div style='text-align: center;'>
	#image#</div>
根据TOKYO MX的官方消息，TOKYO MX停止播出根据天原・masha原作制作的TV动画《异种族风俗娘评鉴指南》。官方的停播原因为：公司构成上的问题。<br/>
《异种族风俗娘评鉴指南》以有着人类、精灵、兽人、天使、恶魔等多种多样的种族同时存在的世界为舞台，讲述了男性们通过由异种族娘们经营的风俗店交换意见的喜剧故事。<br/>
除了TOKYO MX之外，AT-X、KBS京都、富士电视台、BS11依然会继续播出。
                ",http://www.005.tv/2020/80227.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:02
新番《放学后海堤日记》人设图,2020-02-08 18:43,"http://www.005.tv/uploads/allimg/200208/66-20020QT4522A.png,http://www.005.tv/uploads/allimg/200208/66-20020QT531532.png,http://www.005.tv/uploads/allimg/200208/66-20020QT53T21.png,http://www.005.tv/uploads/allimg/200208/66-20020QT544G4.png,http://www.005.tv/uploads/allimg/200208/66-20020QT549226.png,","
                    <div style='text-align: center;'>
	#image#</div>
根据小坂泰之原作改编的TV动画《放学后海堤日记》公开了海堤部所属的4位角色的视觉图。
<div style='text-align: center;'>
	#image#<br/>
	#image#<br/>
	#image#<br/>
	#image#</div>
《放学后海堤日记》讲述了搬到海边乡下的高中生鹤木阳渚，与前辈·黑岩悠希相遇后加入“海堤部”，被帆高夏海和大野真等充满个性的部员们包围，并觉醒了钓鱼兴趣的青春部活故事。<br/>
<br/>
<br/>

                ",http://www.005.tv/2020/80226.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:02
女大学生的博多美食记,2020-02-06 09:46,"http://www.005.tv/uploads/allimg/200206/66-200206094Fa37.jpg,","
                    「すいとーと！」以福冈县博多为舞台，描写女子大学生在博多真实的店铺中体验美食的故事，为了维持自己完美的形象，一直隐藏真实的自己生活着的女大学生百濑桃桃，喜欢有大量大蒜的饭，这个秘密被自己的学妹清水ゆず知道后，两个人便开始一同在外品尝美食。本作连载于少年JUMP+。
<div style='text-align: center;'>
	#image#</div>
<br/>

                ",http://www.005.tv/2020/80225.html,http://www.005.tv/zx/list_526_2.html,2020-03-09 22:55:02
