name,class,introduction,learner_number,description,path,difficulty,duration,comprehensive_score,evaluation_number,utility_score,concise_score,logic_score,当前链接,上级链接,下载时间
iOS开发之传感器,iOS,结合实际Demo演示并讲解加速度传感器及角速度传感器！,2613,本课程给大家补充介绍iOS中常见的传感器，并通过图解的方式详细介绍了加速度传感器以及角速度传感器。最后通过实际的Demo源码演示并分析整个实现的过程。,课程\移动开发\iOS\iOS开发之传感器,高级,20分,9.37,6,9.7,9.7,8.7,http://www.imooc.com/learn/979,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:15
MAYA-灯光渲染（上）,模型制作,本课程将会从零基础带你了解MAYA基础默认灯。,2027,本课程内容将从基础带你了解渲染的基础灯光操作及应用，包含了maya默认灯光（聚光灯，平行光，面光源，点光源，环境光），在之后还讲解了当下流行的ar渲染器的应用及设置。,课程\UI设计&多媒体\模型制作\MAYA-灯光渲染（上）,入门," 1小时38分",9.67,6,9.3,10.0,9.7,http://www.imooc.com/learn/1033,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:16
Go并发编程案例解析,Go,课程带你通过一个真实的线上日志监控系统学习Golang以及并发的编程思想。,12078,Golang作为21世纪的C语言，凭借其简单和高效，如今已经被越来越多的人当成主力编程语言，并发是Golang最大的优势，本门课程将带你一起去探索Golang并发的奥秘，除此之外，你还能学到Golang的面向对象，最终实现一个可在生产环境使用的高性能的日志监控系统。相信完成这门课程之后，你一定也会爱上Golang这门语言！,课程\后端开发\Go\Go并发编程案例解析,中级," 1小时58分",9.47,37,9.7,9.1,9.6,http://www.imooc.com/learn/982,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:16
mobx入门基础教程,JavaScriptReact.JS,"mobx框架基础入门,使用mobx做状态管理",16657,介绍mobx框架的应用定位，基础API的使用，实例化的使用方法以及在工业场景中的最佳实践,课程\前端开发\JavaScript\mobx入门基础教程,入门," 1小时58分",9.63,28,9.8,9.4,9.7,http://www.imooc.com/learn/1012,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:17
Java并发编程的“基石”——多线程概念初识,,开启并发世界大门，从搞定并发易混概念开始，迈好并发第一步,3541,,课程\后端开发\Java\Java并发编程的“基石”——多线程概念初识,入门," 2小时10分",,,,,,http://www.imooc.com/course/introduction/id/1186,http://www.imooc.com/course/list?page=2,2020-05-21 16:15:17
短信验证,PHP,带领大家掌握短信发送原理以及实战操作短信验证,18900,本课程的内容特色，通过新联建立的独立tp5项目，独立讲解短信验证使用，清晰明了，学会简单快速实现短信API接口的发送，注册会员登录，找回密码等功能,课程\后端开发\PHP\短信验证,中级,40分,7.97,21,8.2,8.2,7.5,http://www.imooc.com/learn/1024,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:18
React知识点综合运用实例,React.JS,react综合案例操作，技能掌握更纯熟,16197,本套课程将带领大家完成一个综合实例操作，对前面所学的知识进行完美综合，使技能掌握更纯熟，对react更加深入的了解与掌握,课程\前端开发\React.JS\React知识点综合运用实例,高级," 1小时37分",9.50,20,9.7,9.0,9.8,http://www.imooc.com/learn/971,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:18
用GO语言构建自己的区块链,Go区块链,区块链自己动手实现一把，啥都明白了。,18063,区块链通过将密码学、P2P网络、博弈论等各个学科放在一起，进行化学反应，形成具有去中心化、可追溯、不可攥改等特点的分布式系统。其与生俱来的去信任属性和自激励自金融的运作方式被越来越多的人接受与认可，被称为是价值互联网的基石，生产关系的重塑者。本课程从区块链的发展与现状开始讲起，分理论和实践两大部分，带你深入理解区块链的来龙去脉，为近一步从事区块链相关工作打下坚实的基础。,课程\后端开发\Go\用GO语言构建自己的区块链,初级," 1小时16分",9.57,25,9.5,9.6,9.6,http://www.imooc.com/learn/1011,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:19
vue2.5入门,Vue.js,快速理解Vue编程理念上手Vue2.0开发。,116097,对于很多刚接触Vue的同学，最难做到的就是编程思路的切换，这门课程，我们将通过形象的例子给大家讲解Vue的基础语法及编程思路，带大家快速的上手Vue的基础开发，这门课也包含了关于组件话和vue-cli等内容的基础讲解。,课程\前端开发\Vue.js\vue2.5入门,中级," 2小时13分",9.60,293,9.8,9.5,9.5,http://www.imooc.com/learn/980,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:19
Android性能优化之布局优化,Android,介绍如何从布局角度优化Android app性能,7591,"从Android系统屏幕UI刷新机制,布局的选择，优化标签的使用，原生View控件的优化等布局角度去讲解如何提高Android性能",课程\移动开发\Android\Android性能优化之布局优化,中级,34分,9.10,11,8.7,9.3,9.3,http://www.imooc.com/learn/1030,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:20
装饰者模式,Java,一种组合型增强对象功能的设计模式，比java继承更加强大,4774,装饰者模式是java23种设计模式之一，英文叫DecoratorPattern，又叫装饰者模式。装饰模式是在不必改变原类文件和使用继承的情况下，动态地扩展一个对象的功能。它是通过创建一个包装对象，也就是装饰来包裹真实的对象改变了传统继承增强对象功能所带来的弊端,课程\后端开发\Java\装饰者模式,初级," 1小时47分",9.37,13,10.0,8.9,9.2,http://www.imooc.com/learn/1180,http://www.imooc.com/course/list?page=2,2020-05-21 16:15:20
Shiro安全框架入门,Java,从零入门Shiro安全框架,43039,本课程通过从shiro和springSecurity对比入手，进而讲解Shiro整体架构以及认证，授权的过程，通过结合代码带同学更深刻的认识Shiro。同时课程会讲解Shiro其他特性，比如：Session管理，缓存管理等，以及集成Spring在实际项目中应用Shiro，使同学能在未来自己做的项目中更加熟练的使用Shiro。,课程\后端开发\Java\Shiro安全框架入门,中级," 2小时20分",9.30,105,9.4,9.2,9.3,http://www.imooc.com/learn/977,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:20
入门微信小程序开发,HTML/CSS,带你入门微信小程序开发，了解微信小程序的基本知识。,144719,讲解微信小程序的基本知识，如何注册，并开发一个自己的小程序，以及小程序开发过程中部分常见的问题。,课程\前端开发\HTML/CSS\入门微信小程序开发,中级," 1小时40分",9.47,167,9.7,9.1,9.6,http://www.imooc.com/learn/974,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:21
MAYA动画入门课-飞机飞行,动效动画,掌握Maya动画基础操作命令并制作简单的动画飞机飞行,7241,学习Maya动画的基本原理，动画规律学习maya装配的基本原理、基本操作，飞机飞行案例,课程\UI设计&多媒体\动效动画\MAYA动画入门课-飞机飞行,初级,45分,9.20,5,10.0,8.0,9.6,http://www.imooc.com/learn/975,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:22
电商banner设计制作,设计基础,本堂课讲解一个促销活动类电商banner的设计方法。,14846,学习如何设计促销类电商banner，通过真实案例的制作讲解banner的排版规范，构图形式以及图像的色彩搭配原理，以及字体的运用和图像的处理方式，同时会教软件操作的一些方法。更多实战课点击https://coding.imooc.com/class/199.html详细了解,课程\UI设计&多媒体\设计基础\电商banner设计制作,初级," 1小时26分",9.70,6,9.7,9.7,9.7,http://www.imooc.com/learn/976,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:22
Crontab不知疲倦的时间表,Linux,Crontab不知疲倦的时间表,5571,本门课程老师通过案例详细讲解如何通过crontab设置周期性执行的任务。课程先从crontab入门讲起，讲解crontab的安装配置以及指令操作等，然后通过日志、备份数据库、备份源码、设置防火墙、调用Python脚本等案例进行讲解，最后讲解crontab在Jenkins上的扩展。,课程\运维&测试\Linux\Crontab不知疲倦的时间表,初级," 1小时40分",9.27,12,9.2,9.3,9.3,http://www.imooc.com/learn/1009,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:22
Flutter开发第一步-Dart编程语言入门 ,AndroidiOS,Flutter开发语言-Dart编程入门，为大家上手及进阶Flutter打下坚实基础。,24901,"Flutter作为移动跨平台框架，无论是效率、质量及性能都有非常好的表现，前景不可估量。工欲善其事，必先利其器,Dart就是Flutter开发的利器，课程将从基础入门，带你一步一步打磨出手中的利器。实战课程：《Flutter从入门到进阶实战携程网App》课程地址：https://coding.imooc.com/class/321.html",课程\移动开发\Android\Flutter开发第一步-Dart编程语言入门,入门," 2小时20分",9.47,42,9.3,9.4,9.7,http://www.imooc.com/learn/1035,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:23
MAYA-Polygon多边形建模,动效动画,熟练使用 Polygon多边形建模命令，并能动手制作简单的多边形模型,1754,过学习本套多边形基础建模教程，让每位学员快速掌握多边形物体的创建方式以及编辑技巧。通过对多边形建模命令的学习。让每个学员在本套教学中学有所获。轻松入门，快速制作出自己满意的作品,课程\UI设计&多媒体\动效动画\MAYA-Polygon多边形建模,入门,55分,9.80,7,10.0,10.0,9.4,http://www.imooc.com/learn/964,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:23
移动web开发适配秘籍Rem,HTML/CSS,移动web不求人，全面掌握移动web开发rem适配方案。,34803,移动web开发适配的方案有许多，然而最好的方案一定要掌握。本课程主要讲解移动web开发中常见的适配方法，着重讲解使用rem方案的原理和使用方法，来进行移动web开发的适配工作，借助于实战页面让学者更加清晰的掌握实战工作中如何应用rem适配技术。推荐课程：《移动WebAPP开发之实战美团外卖》https://coding.imooc.com/class/272.html,课程\前端开发\HTML/CSS\移动web开发适配秘籍Rem,中级," 1小时 0分",9.37,73,9.1,9.5,9.5,http://www.imooc.com/learn/942,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:24
Unity3D特效系统之基础篇,Unity 3D,华丽酷炫吊炸天的游戏特效究竟是如何做出来的？快让你的游戏DUANG起来~,9319,戏的特效就像孔雀的羽翼，总是能够第一时间夺人目光，从而让整个游戏产生极大的吸引力。本套课程就是通过对Unity特效系统由浅入深的分模块教学和诸多案例的讲解实现，来帮助大家理解特效相关的概念和原理，并掌握常见特效的实现方法。,课程\游戏\Unity3D\Unity3D特效系统之基础篇,初级," 1小时20分",10.00,6,10.0,10.0,10.0,http://www.imooc.com/learn/1016,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:24
用Jenkins自动化搭建测试环境,自动化测试,利用Jenkins实现测试环境的一键自动化部署。,27637,"本课讲述了如何使用Jenkins做测试环境的自动化构建与部署，课程中的案例会利用Jenkins配合Git,Maven,Java,Tomcat,MySQL等语言与工具实现一个典型的互联网应用的自动化构建部署。",课程\运维&测试\自动化测试\用Jenkins自动化搭建测试环境,入门," 1小时21分",9.20,51,9.3,8.9,9.4,http://www.imooc.com/learn/1008,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:25
Netty入门之WebSocket初体验,Java,由浅入深了解Java高性能NIO通信首选框架——Netty,25603,大数据背景下，对我们的系统性能提出了更高的要求，包括我们的数据存储和应用，都提出了性能上的需求，尤其是对IO通信方面，更是成为了大数据通信下的瓶颈，为此，我们对系统进行相关的分布式改造。那么，如何进一步提升我们的系统IO性能呢？这里，就为大家介绍大数据时代构建高可用分布式系统的利器——Netty,课程\后端开发\Java\Netty入门之WebSocket初体验,中级," 1小时20分",8.53,33,8.7,8.8,8.1,http://www.imooc.com/learn/941,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:25
Python实现线性回归,Python人工智能,掌握python进行线性回归分析的原理及编程实践,24190,对于机器学习的入门学习者提供线性回归的原理讲解，在掌握原理的基础上，利用python实现最小二乘法或者梯度下降来进行线性回归分析。,课程\前沿技术\机器学习\Python实现线性回归,初级," 1小时 5分",8.83,29,9.0,8.9,8.6,http://www.imooc.com/learn/972,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:25
web渗透测试入门,安全测试,简单轻松入门渗透测试,21258,本课程通过讲解暴力破解，上传漏洞等，并在讲解过程中详细分析漏洞形成原因及手把手带着大家给这些漏洞编写补丁代码。,课程\运维&测试\安全测试\web渗透测试入门,入门," 1小时15分",9.37,29,9.1,9.3,9.7,http://www.imooc.com/learn/1032,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:26
MAYA-初识与基础操作,动效动画,本套课程针对零基础学员，帮助学员快速了解Maya轻松入门,4467,通过学习Maya2017软件基础教程，让学员快速了解Maya软件，学会如何安装，了解软件的应用领域。学习Maya2017软件常用菜单，工具架，工具栏等等。让每个学员快速了解和掌握软件，为以后的学习打下良好的基础......,课程\UI设计&多媒体\动效动画\MAYA-初识与基础操作,入门," 1小时12分",9.73,5,10.0,9.2,10.0,http://www.imooc.com/learn/963,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:27
Android瀑布流图片显示,Android,Android瀑布流图片显示,8465,Android瀑布流图片显示,课程\移动开发\Android\Android瀑布流图片显示,初级," 1小时 3分",8.60,11,8.7,8.0,9.1,http://www.imooc.com/learn/872,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:27
C4D基础入门案例,模型制作,C4D，设计师进军三维视界的必备技能,5381,C4D三维软件的认知、实践运用、学习难点剖析、渲染的基础设置、模型搭建、材质灯光设置、后期优化调整。,课程\UI设计&多媒体\模型制作\C4D基础入门案例,入门," 1小时15分",9.07,5,8.4,10.0,8.8,http://www.imooc.com/learn/1005,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:27
python运维-Socket网络编程,Python运维,Socket网络编程入门,19860,使用Python完成Socket网络通讯，并且使用完成文件上传下载功能,课程\后端开发\Python\python运维-Socket网络编程,中级," 1小时27分",9.77,17,9.6,9.8,9.9,http://www.imooc.com/learn/1031,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:27
PullToRefresh,Android,介绍APP中刷新和加载数据的解决方案，以及PullToRefresh框架如何使用,4657,APP中刷新和加载数据的解决方案，以及PullToRefresh框架的使用,课程\移动开发\Android\PullToRefresh,初级," 1小时 0分",9.40,12,9.2,9.7,9.3,http://www.imooc.com/learn/1006,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:28
Ruff物联网应用开发入门,Android,Ruff物联网应用开发入门,8804,本课程将带大家打开Ruff物联网应用开发之门，首先会介绍Ruff最基础的内容和特性，然后介绍Ruff开发中的硬件控制部分，接着介绍Ruff开发中的联网操作，Ruff开发中如何集成互联网服务，最后对Ruff驱动开发进行简要入门知识讲解。,课程\移动开发\Android\Ruff物联网应用开发入门,初级," 2小时 6分",8.83,12,9.0,9.5,8.0,http://www.imooc.com/learn/958,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:28
PhpStorm的基本应用,PHP,PHP开发者神器PhpStorm ,26893,PhpStorm是PHP集成开发工具，能提高我们的开发效率，提供智能代码补全，快速导航以及即时错误检查。,课程\后端开发\PHP\PhpStorm的基本应用,入门," 1小时 0分",8.10,57,7.8,8.4,8.1,http://www.imooc.com/learn/938,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:28
个性化推荐算法实战入门必修课,机器学习算法与数据结构,带您初窥个性化推荐算法落地实战的门径,18740,当今互联网行业，无论在信息流，电商，o2o等产品中，个性化推荐算法都在其中扮演着极其重要的角色。本课程结合我多年工业界实战经验，给大家讲述工业界推荐算法的大体架构，以及个性化召回算法的几种工业界落地架构。并选取一种相对快速接受的算法协同过滤来从理论公式与代码落地的角度，完成实战个性化推荐算法。学完本教程大家可以继续学习实战教程《BAT大牛亲授--个性化推荐算法实战》该课程不仅能让你有归纳抽象总揽全局，设计项目算法架构的视野，同时也可以让你掌握算法公式，模型参数迭代等技术的最微小细节。最终让你掌握一套完整的，能落地的个性化推荐算法体系！链接https://coding.imooc.com/class/297.html,课程\前沿技术\机器学习\个性化推荐算法实战入门必修课,中级," 2小时24分",9.33,13,9.4,9.1,9.5,http://www.imooc.com/learn/1029,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:29
iris+xorm Go语言开发球星库,Go,iris和xorm快速构建Web应用，Go设计开发球星库系统。,6193,Go语言兴起的原因是因为在现在的网络编程中，可以提供更高的并发能力，更好的性能以及更好的开发效率。而球星库系统是一个常见的数据库类产品，比如：汽车库、商品库、明星库等类似的库类系统。利用Go语言的优势，课程中详细讲解了如何使用iris和xorm来快速构建一个Web应用，同时一步一步引导大家从0开始来创建和开发一个完整的球星库系统。最后还有丰富的压力测试和性能优化对比，为大家在高性能高并发的技术升级道路上提供助力。课程代码可以参考https://github.com/yz124/superstar课程对应实战课程https://coding.imooc.com/class/295.html,课程\后端开发\Go\iris+xormGo语言开发球星库,中级," 2小时12分",9.10,12,8.8,8.7,9.8,http://www.imooc.com/learn/1066,http://www.imooc.com/course/list?page=6,2020-05-21 16:15:30
项目上线流程,Linux前端工具,带领大家实现一个网站的上线流程。,29408,本课程主要讲解了一个项目想要发布到公网的流程，包括服务器的购买、以及域名的购买，以及需要注意的事项。,课程\运维&测试\Linux\项目上线流程,中级,46分,9.63,75,9.7,9.5,9.7,http://www.imooc.com/learn/1004,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:30
iOS开发之网络协议,iOS,了解HTTP发展历程，熟悉网络工作流程！,5065,本课程主要带大家了解HTTP的发展历程，熟悉HTTP的工作流程。并且还会给大家讲解HTTPS和HTTP的区别，以及HTTPS的安全性，熟悉加密算法的一个流程。,课程\移动开发\iOS\iOS开发之网络协议,初级," 1小时 2分",9.80,10,9.8,10.0,9.6,http://www.imooc.com/learn/969,http://www.imooc.com/course/list?page=9,2020-05-21 16:15:30
iOS手机深度学习,iOS,初识手机深度学习，掌握更高级研发技能。,6032,了解深度学习的应用场景，以及常用的一些函数，并通过简单案例初步尝试手机深度学习。,课程\移动开发\iOS\iOS手机深度学习,高级," 1小时55分",9.50,4,9.5,9.0,10.0,http://www.imooc.com/learn/1027,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:30
Vue+Webpack打造todo应用,前端工具Vue.js,用前端最热门框架Vue+最火打包工具Webpack打造todo应用,73769,本课程基于一个TODO示例应用讲解VUE2的基本使用以及如何搭建一个vue的工程。首先通过webpack我们搭建了一个完善的vue的workflow，然后围绕功能实现讲解vue的使用，并介绍了vue的.vue文件以及jsx的开发模式。对应实战课已经上线：https://coding.imooc.com/class/196.html，欢迎学习,课程\前端开发\前端工具\Vue+Webpack打造todo应用,高级," 2小时23分",9.43,168,9.7,9.3,9.3,http://www.imooc.com/learn/935,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:31
Springboot 微信小程序 – 微信登录功能实战,JavaSpringBoot,简单实现在小程序中对使用微信登录的方式来登录小程序应用,40573,通过学习本课程可以掌握如何使用微信api，如何使用httpClient工具跨服务器调用微信url，掌握如何解析string到自己封装的model，掌握自定义会话保存至redis,课程\后端开发\Java\Springboot微信小程序–微信登录功能实战,初级,54分,8.93,35,9.4,8.1,9.3,http://www.imooc.com/learn/1059,http://www.imooc.com/course/list?page=6,2020-05-21 16:15:31
从零做一个前端开源项目,JavaScript,带你从零开始做一个前端开源项目，创建 github 主页、npm 主页和官网。,43142,做出一个优秀的开源作品，是所有前端程序员都引以为豪的事情，本课程将带你从零开始做一个完整的前端开源作品。包括开源作品的内容，做什么方向的项目更容易被关注，如何正确注册github账号，如何提交和升级代码，如何写文档并制作官网，最后介绍作者持续运维开源项目的一些经验。,课程\前端开发\JavaScript\从零做一个前端开源项目,高级," 2小时 0分",9.53,26,9.6,9.5,9.5,http://www.imooc.com/learn/1003,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:31
MAYA-角色走跑动画,动效动画模型制作,利用动画知识制作走跑行为,4237,用手动关键帧的方法，对照图片，做标准走路动作,课程\UI设计&多媒体\动效动画\MAYA-角色走跑动画,入门," 1小时13分",10.00,3,10.0,10.0,10.0,http://www.imooc.com/learn/1057,http://www.imooc.com/course/list?page=6,2020-05-21 16:15:31
HBase 存储原理剖析,大数据Hadoop,从底层存储架构分析HBase存储数据的原理,13768,本课程由浅到深的对HBase的存取数据原理进行分析介绍，从基础存储数据到元数据，再到数据在系统中的组织形式依次进行详细的分析，理清整个HBase系统的运行原理，老师的新实战课《基于SpringCloud微服务架构下的广告系统设计与实现》也已经火热上线啦，有兴趣的小伙伴千万不要错过：https://coding.imooc.com/class/310.html,课程\后端开发\SpringBoot\HBase存储原理剖析,高级," 2小时 0分",8.90,8,9.2,8.0,9.5,http://www.imooc.com/learn/996,http://www.imooc.com/course/list?page=8,2020-05-21 16:15:33
Android性能优化之图片优化,Android,本次课为大家介绍android中如何进行图片的优化。,5364,通过本次课可以学会图片优化的几种方法，解决Android面试中图片优化的相关问题，并且学会开发一个Android照片墙案例。,课程\移动开发\Android\Android性能优化之图片优化,中级,53分,9.73,20,9.9,9.4,9.9,http://www.imooc.com/learn/1060,http://www.imooc.com/course/list?page=6,2020-05-21 16:15:33
基于SpringBoot  十分钟搞定后台管理平台,JavaSpringBoot,大道至简之Guns框架介绍，带你领略代码自动生成,36727,"大道至简系列课程，旨在为大家指明技术发展路径，以实际项目为背景，阐述“那些年""遇到的""坑""，并从零到实战逐步""排雷""。本次课程作为大道至简的基础篇，会为大家阐述Guns框架的，并且带领大家，在较短的时间内，快速搭建一个属于个人的后台管理系统，并且帮助大家完成快速开发的过程。老师主讲的进阶课程《打造仿猫眼项目以Dubbo为核心解锁微服务》已上线https://coding.imooc.com/class/273.html，有兴趣的小伙伴可以来学习下",课程\后端开发\Java\基于SpringBoot十分钟搞定后台管理平台,中级," 1小时46分",9.60,45,9.6,9.6,9.6,http://www.imooc.com/learn/936,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:33
Python制作数据分析工具,Python深度学习,用Python制作一个高效的数据诊断工具,25791,数据诊断是数据挖掘和机器学习的第一步，然而却被很多人忽略掉了。如果对数据本身不了解的话，容易受到严谨的业务人的挑战，同时，如果缺少了数据诊断的步骤，会增加后面数据预处理的难度，从而影响最终模型的效果。因此，本课程教授大家如何制作一个高效的，复用性高的，让人更好地理解数据本身的数据诊断工具。,课程\前沿技术\机器学习\Python制作数据分析工具,初级," 1小时10分",9.50,17,9.4,9.5,9.6,http://www.imooc.com/learn/937,http://www.imooc.com/course/list?page=10,2020-05-21 16:15:34
MongoDB 4.0新特性,MongoDBNoSql,介绍MongoDB 4.0推出的核心新特性,8985,本课程介绍了MongoDB4.0推出的几大核心新特性，理论结合实例。与课程关联实战课正式与慕粉们见面，希望得到大家的关注和喜爱。1、玩转MongoDB4.0：https://coding.imooc.com/class/324.html.2、JavaIO三剑客之BIO/NIO/AIO：https://coding.imooc.com/class/chapter/381.html#Anchor致慕课网各位忠实Fans的一封信：经过几个月的精心策划和筹备，我们家“傻儿子+丑闺女”-《玩转MongoDB4.0》、《JavaIO三剑客之BIO/NIO/AIO》终于在准时与各位慕粉见面。所谓“父母之爱子则为之计深远”，为“孩子”远大前程，特地为其【聚人气】，希望慕粉们喜爱他，认他为干儿子干闺女干兄弟姐妹，有你们的一起支持，他一定会更优秀。,课程\数据库\MongoDB\MongoDB4.0新特性,中级," 1小时10分",8.87,11,9.5,8.4,8.7,http://www.imooc.com/learn/1026,http://www.imooc.com/course/list?page=7,2020-05-21 16:15:34
